character_id,canonical_name,japanese_name,romanized_name,official_english_name,origin,residence,debut_episodes_id,debut_manga_id,affiliations,status,age_at_death,height_cm,blood_type,devil_fruit,devil_fruit_type,birthday,liveaction_portrayal,name_meaning
898,Higuma,ヒグマ,Higuma,Higuma,East Blue,,4.0,1.0,Higuma Bandits,Deceased,46.0,190.0,X,,,November 18th,Tamer Burjaq,
899,Hibari,ひばり,Hibari,Hibari,,,1090.0,1061.0,Marines; SWORD,Alive,,,,,,,,
900,Herb,ハーブ,Hābu,Herb,,,187.0,287.0,Shandia,Deceased,,,,,,,,
901,Hewitt,ヒューイット,Hyūitto,Hewitt,,,146.0,223.0,Bellamy Pirates,Unknown,,,,,,,,
902,Heracles,ヘラクレス,Herakuresu,Heracles,South Blue,Boin Archipelago,420.0,524.0,,Alive,,214.0,F,,,May 10th,,
903,Hera,ヘラ,Hera,Hera,,,1028.0,1011.0,Big Mom Pirates,Unknown,,,,,,,,
904,Heppoko,ヘッポコ,Heppoko,Heppoko,East Blue,Goat Island,1.0,2.0,Alvida Pirates,Alive,,,,,,September 2nd,Rendani Mufamadi,
905,Hattori,ハットリ,Hattori,Hattori,,,230.0,323.0,CP0; CP9 (former); Galley-La (former),Alive,,,,,,August 10th,,
906,Heat,ヒート,Hīto,Heat,South Blue,,394.0,500.0,Kid Pirates,Unknown,,,,,,December 1st,,
907,Hatchan,はっちゃん,Hatchan,Hatchan,,Fish-Man District (former); Arlong Park (former),31.0,69.0,Takoyaki 8; Arlong Pirates (former); Sun Pirates (former),Alive,,220.0,S,,,August 8th,,
908,Helmeppo,ヘルメッポ,Herumeppo,Helmeppo,,Shells Town (former),2.0,3.0,Marines (Headquarters; SWORD) (formerly 153rd Branch),Alive,,179.0,S,,,July 16th,Aidan Scott,
909,Haccha,八茶,Hatcha,Haccha,Punk Hazard,,987.0,981.0,Beasts Pirates (Numbers),Alive,,6680.0,XF,,,October 8th,,
910,Pincers,ハサミ,Hasami,"Pincers (VIZ, 4Kids, Funimation subs)Scissors (Funimation dub)",,Arabasta Kingdom; Ukkari Hot-Springs Island,110.0,176.0,Ukkari Hot-Spring Island; Matsuge; Straw Hat Pirates (temporary),Alive,,,,,,,,
911,Victimothy Crucifixio,ハリーツ・ケンディヨ,Harītsu Kendiyo,Victimothy Crucifixio,,,511.0,594.0,,Unknown,,,,,,,,
912,Haruta,ハルタ,Haruta,Haruta,South Blue,,461.0,553.0,Whitebeard Pirates,Alive,,,,,,February 4th,,
913,Harisenbon,ハリセンボン,Harisenbon,Harisenbon,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),555.0,617.0,New Fish-Man Pirates,Alive,,,,,,,,
914,Haredas,ハレダス,Haredasu,Haredas,Sky Islands (Birka),Weatheria,418.0,523.0,,Alive,,253.0,X,,,October 14th,,
915,Hara,原,Hara,,,Wano Country (Flower Capital),909.0,919.0,,Alive,,,,,,,,
916,Happīgan,ハッピーガン,Happīgan,,,,487.0,578.0,Whitebeard Pirates,Alive,,,,,,,,
917,Happa Yamao,ハッパ・ヤマオ,Happa Yamao,Happa Yamao,,Water 7; Pucci (former),241.0,341.0,,Alive,,,,,,,,
918,Hannyabal,ハンニャバル,Hannyabaru,Hannyabal,South Blue,,422.0,525.0,Impel Down,Alive,,309.0,S,,,August 28th,,
919,Hanji (Ninja-Pirate-Mink-Samurai ALliance),ハンジ,Hanji,,,,947.0,949.0,Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
920,Hanji (Prisoner),半次,Hanji,,,Wano Country (Flower Capital),922.0,929.0,,Alive,,,,,,,,
921,Hanzo,半ぞう,Hanzō,Hanzo,Wano Country,"Flower Capital, Wano Country",925.0,931.0,"Beasts Pirates; Orochi Oniwabanshu (former); Kozuki Family Oniwabanshu (anime only, former)",Alive,,544.0,F,,,August 3rd,,
922,Hanger,ハンガー,Hangā,Hanger,East Blue,Loguetown,48.0,97.0,Robecca Hanberg,Alive,,,,,,September 23rd,,
923,O-Hana,お花,O-Hana,,,"Flower Capital, Wano Country",973.0,971.0,,Unknown,,,,,,,,
924,Hanko,半公,Han-kō,Hanko,,"Ebisu Town, Wano Country",937.0,940.0,,Alive,,,,,,,,
925,Hangan,ハンガン,Hangan,Hangan,,,465.0,556.0,Ally of the Whitebeard Pirates,Alive,,,,,,,,
926,Hammond,ハモンド,Hamondo,Hammond,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),526.0,607.0,New Fish-Man Pirates,Alive,,,,,,July 17th,,
927,Hamlet,ハムレット,Hamuretto,Hamlet,,,982.0,994.0,Beasts Pirates,Alive,,,,Giraffe SMILE,Artificial Zoan,,,
928,Hamburg,ハンバーグ,Hanbāgu,Hamburg,,,207.0,305.0,Foxy Pirates; Groggy Monsters,Alive,,,,,,February 22nd,,
929,Hakugan,ハクガン,Hakugan,Hakugan,,,757.0,810.0,Heart Pirates,Unknown,,,,,,,,
930,Ham Burger,ハン・バーガー,Han Bāgā,Ham Burger,,Ballywood Kingdom,777.0,823.0,,Alive,,,,,,July 20th,,
931,Boxer,ハコワン,Hakowan,Boxer,,,778.0,245.0,Wapol; Black Drum Kingdom,Alive,,,,,,,,
932,Huck,ハック,Hakku,Huck,,,275.0,391.0,Ohara Archaeologists,Deceased,,,,,,,,
933,Hajrudin,ハイルディン,Hairudin,Hajrudin,Grand Line (Elbaf),Elbaf,639.0,706.0,"New Giant Warrior Pirates, Buggy's Delivery (resigned); Straw Hat Grand Fleet",Alive,,2200.0,XF,,,August 12th,,
934,Hack,ハック,Hakku,Hack,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom (former)Baltigo (former)Momoiro Island,633.0,706.0,Revolutionary Army,Alive,,280.0,F,,,August 9th,,
935,Gyaro,ギャロ,Gyaro,Gyaro,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom (former),386.0,197.0,Macro Pirates; Sun Pirates (former),Alive,,,,,,,,
936,Gyro,ジャイロ,Jairo,Gyro,,,530.0,611.0,"Gyro Pirates, New Fish-Man Pirates (ruse, former)",Alive,,,,,,June 22nd,,
937,Gyogyo,ギョギョ,Gyogyo,Gyogyo,South Blue,Sorbet Kingdom (former),392.0,498.0,Bonney Pirates,Alive,,,,,,,,
938,Gyoll,ギョル,Gyoru,Gyoll (WT100);Gyoru (Live-Action),East Blue (Goa Kingdom),Foosha Village,45.0,1.0,,Alive,,,,,,March 7th,,
939,Guillotine,ギロチン,Girochin,Guillotine,,,,1078.0,Marines,Alive,,,,,,,,
940,Guernica,ゲルニカ,Gerunika,Guernica,,,635.0,705.0,CP0,Unknown,,,,,,,,
941,Gorobe,ごろ兵衛,Gorobē,GorobeiGorobe (WT100),,"Okobore Town, Kuri, Wano Country",916.0,924.0,,Unknown,,,,,,,,
942,Gram,グラム,Guramu,Gram,,,275.0,391.0,Ohara Archaeologists,Deceased,,,,,,,,
943,Gotti,ゴッティ,Gotti,Gotti,West Blue,,783.0,825.0,Fire Tank Pirates,Alive,,375.0,S,,,May 21st,,
944,Great Michael,グレートミカエル,Gurēto Mikaeru,Great Michael,,,,563.0,Ally of the Whitebeard Pirates,Alive,,,,,,,,
945,Grabba,グラバー,Gurabā,Grabba,,,647.0,717.0,Tontatta Kingdom,Alive,,,,,,,,
946,Goro,ゴロー,Gorō,Goro,,Ukkari Hot-Spring Island; Arabasta (former),,316.0,Ukkari Hot-Spring Island,Alive,,,,,,November 26th,,
947,Gorilla,ゴリラ,Gorira,Gorilla,,,514.0,596.0,Marines,Alive,,,,,,May 18th,,
948,Gonbe,ゴンベ,Gonbe,Gonbe,,Water 7,229.0,322.0,Chimney,Alive,,,,,,February 8th,,
949,Goo,グー,Gū,Goo,,,375.0,483.0,Pirate crew,Alive,,,,,,,,
950,Gorishiro,ゴリ四郎,Gorishirо̄,Gorishiro,,,982.0,978.0,Beasts Pirates,Alive,,,,,,,,
951,Gomora,ゴモラ, Gomora,"Gomora (VIZ),Gomorrah (FUNimation)",,Water 7,256.0,366.0,Franky Family,Alive,,,,,,August 6th,,
952,Goldberg,ゴールドバーグ,Gōrudobāgu,Goldberg,,Elbaf,836.0,899.0,New Giant Warrior Pirates; Buggy's Delivery (former)   Straw Hat Grand Fleet,Alive,,,,,,May 11th,,
953,Gol D. Roger,ゴール・D（ディー）・ロジャー,Gōru Dī Rojā,Gol D. Roger,East Blue (Loguetown),,1.0,1.0,Roger Pirates,Deceased,53.0,274.0,S,,,December 31st,Michael Dorman,
954,Goki,五鬼（ゴーキ）,Gōki,Goki,,,955.0,954.0,Beasts Pirates (Numbers),Alive,,,,,,,,
955,Goldfish Princess,金魚姫,Kingyohime,Goldfish Princess,,,,189.0,Goldfish Empire,Alive,,,,,,,,
956,Gode,ゴーデ,Gōde,Gode,,,169.0,256.0,God's Army,Unknown,,,,,,,,
957,Going Merry,ゴーイング・メリー号,Gōingu Merī-gō,"Going Merry (Uncut dub)Merry Go (VIZ, Edited dub)",,,17.0,41.0,,Destroyed,,1100.0,,,,,,
958,Gurōbu,グローブ,Gurōbu,,,,309.0,427.0,Marines,Alive,,,,,,,,
959,Gloriosa,グロリオーサ,Guroriōsa,Gloriosa,Calm Belt (Amazon Lily),Amazon Lily,408.0,514.0,KujaRocks Pirates (former),Alive,,,,,,February 4th,,
960,Gismonda,ジスモンダ,Jisumonda,Gismonda,,,635.0,705.0,CP0,Alive,,,,,,,,
961,Gladius,Pamu Pamu no Mi,Guradiusu,Gladius,North Blue,Spider Miles (former); Dressrosa (former),608.0,682.0,Donquixote Pirates,Alive,,260.0,XF,Pop-Pop Fruit,Paramecia,August 6th,,Rupture
962,Giovanni,ジョバンニ,Joban'ni,Giovanni,Grand Line (Mokomo Dukedom),"Kurau City, Zou",758.0,809.0,Mokomo Dukedom; Inuarashi Musketeer Squad,Alive,,226.0,S,,,July 20th,,
963,Gion,ギオン,Gion,Gion,,,887.0,907.0,Marines,Alive,,,,,,,,
964,Giolla,Ato Ato no Mi,Jōra,Giolla,North Blue,Spider Miles (former); Dressrosa (former),608.0,682.0,Donquixote Pirates,Alive,,221.0,S,Art-Art Fruit,Paramecia,January 25th,,Art
965,Ginrummy,ジンラミー,Jinramī,Ginrummy,,,739.0,795.0,Beasts Pirates,Unknown,,,,SMILE,Artificial Zoan,January 23rd,,
966,Ginny,ジニー,Jinī,Ginny,,South Blue (Sorbet Kingdom); Mary Geoise (former),,1095.0,Revolutionary Army (East Army); Freedom Fighters (former),Deceased,39.0,,,,,,,
967,Ginko,ギンコ,Ginko,Ginko,,,608.0,682.0,Punk Hazard,Alive,,,,,,,,
968,Ginnosuke,銀のすけ,Ginnosuke,,,Wano Country (Flower Capital),909.0,919.0,,Alive,,,,,,,,
969,Giro Chintarō,義浪チン太郎,Giro Chintarō,,,Wano Country (Flower Capital),892.0,909.0,,Alive,,,,,,,,
970,Gina,ジーナ,Jīna,Gina,,,215.0,318.0,Foxy Pirates,Alive,,,,,,,,
971,Gin,ギン,Gin,"Gin (Viz);Ghin (4Kids, Funimation)",East Blue,,21.0,44.0,Krieg Pirates,Unknown,,186.0,S,,,April 7th,Litha Bam,
972,Gimlet,ギムレット,Gimuretto,Gimlet,,,715.0,775.0,,Deceased,,,,,,,,
973,Gig,ギグ,Gigu,Gig,,,1067.0,1024.0,Kid Pirates,Unknown,,,,,,,,
974,Ribbitini,ゲロティニー,Gerotinī,Ribbitini,,,,1079.0,Puddle Pirates; Red Hair Pirates,Alive,,,,,,,,
975,Gerd,ゲルズ,Geruzu,Gerd,Grand Line (Elbaf),Elbaf,836.0,866.0,New Giant Warrior Pirates; Buggy's Delivery (former); Straw Hat Grand Fleet,Alive,,1700.0,S,,,February 25th,,
976,Giberson,ギバーソン,Gibāson,Giberson,,,828.0,860.0,Underworld,Alive,,,,,,August 14th,,
977,George Mach,ジョージ・マッハ,Jōji Mahha,George Mach,,,217.0,313.0,Foxy Pirates,Alive,,,,,,,,
978,Genzo,ゲンゾウ,Genzō,Genzo,East Blue (Conomi Islands),Cocoyasi Village,32.0,71.0,Cocoyasi Village,Alive,,173.0,F,,,June 17th,Grant Ross,
979,Inperu Daun,インペルダウン,Inperu Daun,,,,,,,,,,,Impel Down,,,,
980,Genbo,ゲンボウ,Genbō,GenbouGenbo (OPCG),Sky Islands (Skypiea),,163.0,249.0,Shandia; God's Guards,Alive,,193.0,S,,,February 9th,,
981,Genrin,玄林,Genrin,,,"Ebisu Town, Wano Country",937.0,940.0,,Alive,,,,,,,,
982,Gem,Bomu Bomu no Mi,Jemu,Gem,South Blue,,65.0,110.0,New Spiders Cafe; Baroque Works (former),Alive,,197.0,X,Bomb-Bomb Fruit,Paramecia,July 26th,,Japanese pronunciation of bomb
983,Gedatsu,ゲダツ,Gedatsu,"Gedatsu (Viz, Uncut dub); Gedatz (Edited dub)",Sky Islands (Birka),Ukkari Hot-Spring IslandSkypiea (former)Birka (former),155.0,241.0,Ukkari Hot-Spring Island; God's Army (former),Alive,,220.0,S,,,August 10th ,,
984,Gecko Moria,Kage Kage no Mi,Gekkō Moria,Gecko Moria,West Blue,Florian Triangle (former); Thriller Bark,343.0,449.0,Thriller Bark Pirates (Mysterious Four);Seven Warlords of the Sea (former);Gecko Pirates (former),Alive,,692.0,X,Shadow-Shadow Fruit,Paramecia,September 6th,,Shadow
985,Gazelle-Man,ガゼルマン,Gazeruman,Gazelle-Man (Viz)Gazelleman (Funimation),,,900.0,914.0,Beasts Pirates; Tama,Alive,,,,Gazelle SMILE,Artificial Zoan,,,
986,Gatherine,ギャサリン,Gyasarin,Gatherine,,,266.0,379.0,World Government,Alive,,,,,,,,
987,Gyats,ギャッツ,Gyattsu,Gyats,,,631.0,702.0,Corrida Colosseum,Alive,,,,,,August 26th,,
988,Ganryu (Roger Pirates),眼竜（ガンリュウ）,Ganryū,Ganryu,,,968.0,966.0,Roger Pirates,Unknown,,,,,,,,
989,Ganryu (Spade Pirates),ガンリュウ,Ganryū,Ganryu,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
990,Ganfor,ガン・フォール,Gan Fōru,Ganfor (VIZ; Funimation simulcast);Gan Fall (Funimation);Gunfall (4Kids),Grand Line (Skypiea),,153.0,237.0,Skypiea,Alive,,180.0,X,,,December 22nd,,
991,Gambo,ギャンボ,Gyanbo,Gambo,,Baltigo (former); Momoiro Island,883.0,905.0,Revolutionary Army,Alive,,,,,,,,
992,Toad Boingnosuke,ガマ・ピョンの助,Gama Pyonnosuke,Toad Boingnosuke,,Wano Country,892.0,909.0,,Alive,,,,,,,,
993,Gambia,ガンビア,Ganbia,Gambia,,,634.0,705.0,Barto Club; Straw Hat Grand Fleet,Alive,,,,,,February 18th,,
994,Gancho,ガンチョ,Gancho,Gancho,,,641.0,711.0,Tontatta Kingdom,Alive,,,,,,,,
995,Mr. 3/Galdino,Doru Doru no Mi,Gyarudīno,Mr. 3/Galdino,South Blue,Karai Bari Island,70.0,117.0,Cross Guild; Buggy's Delivery; Buggy and Alvida Alliance; Baroque Works (formerly),Alive,,179.0,F,Wax-Wax Fruit,Paramecia,March 3rd,,Candle
996,"Jolly, Gary",ギャリー,Gyarī,"Jolly, Gary (VIZ Media);Gally (Funimation)",,,48.0,902.0,Gally Pirates,Alive,,,,,,,Nkululeko Chunky Phiri,
997,Gal,ガル,Garu,Gal,,,606.0,680.0,Marines; G-5,Alive,,,,,,,,
998,Berry,ベリー,Berī,Berry,,,,,,,,,,,,,,
999,Gaimon,ガイモン,Gaimon,Gaimon,East Blue,Island of Rare Animals,18.0,22.0,,Alive,,130.0,X,,,August 5th,,
1000,Gobble,ガブル,Gaburu,Gobble;Gaburu (Current);Gabull,,,921.0,702.0,Unknown rebel group,Deceased,,,,,,,,
1001,Galaxy,ギャラクシー,Gyarakushī,Galaxy,,,,437.0,Automata,Alive,,,,,,,,
1002,Gabu,ガブ,Gabu,Gabu,,,489.0,580.0,Red Hair Pirates,Alive,,,,,,,,
1003,Fuza,フザ,Fuza,Fuza,,,155.0,241.0,God's Army,Alive,,,,,,February 3rd,,
1004,Furāri,フラーリ,Furāri,,,Nagagutsu Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
1005,Funkfreed,Zou Zou no Mi,Fankufurīdo,"Funkfreed (FUNimation, Viz manga);Funk Freed (Unlimited Adventure)",,,254.0,365.0,"CP0, CP9 (former)",Alive,,,,Elephant-Elephant Fruit,Zoan,April 28th (Elephant Day),,Elephant
1006,Fukurokuju,福ロクジュ,Fukurokuju,Fukurokuju,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Kurozumi Family; Beasts Pirates (former); Orochi Oniwabanshu (former); Kozuki Family (former),Unknown,,221.0,X,,,March 29th,,
1007,Fukurô,フクロウ,Fukurō,Fukurô (Viz); Fukurou (FUNimation) (former),Grand Line,,264.0,375.0,CP0; CP9 (former),Alive,,331.0,S,,,June 29th,,
1008,Fullbody,フルボディ,Furubodi,Fullbody;Full Body (Live-Action),North Blue,,20.0,43.0,Marines,Alive,,184.0,F,,,September 7th,Jean Henry,
1009,Fukumi,福み,Fukumi,Fukumi,,,,,,Deceased,,,,,,,,
1010,Fujin,風刃,Fūjin,Fujin,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu (former); Kurozumi Family (former),Alive,,200.0,X,,,February 4th,,
1011,Fukaboshi,フカボシ,Fukaboshi,Fukaboshi,Grand Line (Ryugu Kingdom),Ryugu Palace,528.0,609.0,Neptune Family,Alive,,604.0,S,,,February 4th,,
1012,Fugetsu Omusubi,風月おむすび,Fūgetsu Omusubi,Fugetsu Omusubi,,,1048.0,1024.0,,Deceased,,,,,,,,
1013,Francois,フランソワ,Furansowa,Francois,,,438.0,537.0,Newkama Land (former),Alive,,,,,,,,
1014,Franky,フランキー,Furankī,Franky;Frankie (originally),South Blue,"Water 7 (former);Karakuri Island (former, temporary)",233.0,329.0,Straw Hat Pirates;Straw Hat Grand Fleet;Franky Family (former);Tom's Workers (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Alive,,225.0,XF,,,March 9th,,
1015,Fuga,二牙（フーガ）,Fūga,Fuga,,,1055.0,991.0,Beasts Pirates (Numbers),Alive,,,,Horse SMILE,Artificial Zoan,,,
1016,Foxy,Noro Noro no Mi,Fokushī,Foxy,South Blue,,207.0,305.0,Foxy Pirates,Alive,,180.0,S,Slow-Slow Fruit,Paramecia,April 4th,,Slowly; Sluggishly
1017,Fugar,フガー,Fugā,Fugar,,,,1079.0,Social Club; Red Hair Pirates,Alive,,,,,,,,
1018,Fourtricks,フォートリックス,Fōtorikkusu,Fourtricks,,,982.0,994.0,Beasts Pirates,Alive,,,,Chicken SMILE,Artificial Zoan,,,
1019,Fōryūbusu,フォーリュウブス,Fōryūbusu,,,,,566.0,Whitebeard Pirates,Alive,,,,,,,,
1020,Fossa,フォッサ,Fossa,Fossa,North Blue,,461.0,553.0,Whitebeard Pirates,Alive,,,,,,April 15th,,
1021,Forest Boss,森番長,Mori Banchō,Forest Boss,,Ukkari Hot-Spring Island,,333.0,Ukkari Hot-Spring Island; Gedatsu,Alive,,,,,,April 10th ,,
1022,Flair,フレア,Furea,Flair,,,,,Gérard,Deceased,,,,,,,,
1023,Flapper,フラッパー,Furappā,Flapper,,,641.0,711.0,Tontatta Kingdom; Tonta Corps; Straw Hat Grand Fleet,Alive,,,,,,July 28th,,
1024,Fisher Tiger,フィッシャー・タイガー,Fisshā Taigā,Fisher Tiger,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former); Mary Geoise (former),415.0,521.0,Sun Pirates; Fish-Man District (former),Deceased,48.0,520.0,S (RH-),,,November 5th,,
1025,Saint Figarland Garling,フィガーランド・ガーリング聖,Figārando Gāringu Sei,Saint Figarland Garling,,Mary Geoise,,1086.0,World Government (God's Knights); Figarland Family,Alive,,,,,,,,
1026,Faust,ファウスト,Fausuto,Faust,North Blue,,490.0,508.0,Hawkins Pirates,Alive,,,,,,December 13th,,
1027,Farul,ファルル,Faruru,Farul,,,634.0,722.0,Beautiful PiratesStraw Hat Grand Fleet,Alive,,,,,,August 29th,,
1028,Fishbonen,フィッシュボーネン,Fisshubōnen,Fishbonen,,,511.0,594.0,Marines,Alive,,,,,,,,
1029,Fiyonce,フィヨンセ,Fiyonse,Fiyonce,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Café,Alive,,,,,,,,
1030,Falafra,ファラフラ,Farafura,Falafra (Viz);Faracia (FUNimation),,,105.0,167.0,Arabasta; Rebel Army (former),Alive,,,,,,,,
1031,Finamore,フィナモレ,Finamore,Finamore,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
1032,Fen Bock,フェン・ボック,Fen Bokku,Fen Bock,,,593.0,668.0,Caesar Clown,Alive,,,,,,,,
1033,Eustass Kid,Jiki Jiki no Mi,Yūsutasu Kiddo,Eustass Kid,South Blue,,392.0,498.0,Kid Pirates Ninja-Pirate-Mink-Samurai Alliance,Unknown,,205.0,F,Magnet-Magnet Fruit,Paramecia,January 10th,,Magnetism
1034,Esta,エスタ,Esuta,Esta,,,647.0,717.0,,Alive,,,,,,,,
1035,St. Ethanbaron V. Nusjuro,イーザンバロン・V（ブイ）・ナス寿郎聖,Īzanbaron Bui Nasujurō Sei,St. Ethanbaron V. Nusjuro,,Mary Geoise,151.0,233.0,Five Elders; World Nobles,Alive,,,,,,,,
1036,Eric,エリック,Erikku,Eric,,Arabasta Kingdom,105.0,167.0,Suna Suna Clan (former); Rebel Army (former),Alive,,,,,,,,
1037,Epony,エポニー,Eponī,Epony,,,804.0,841.0,Germa Kingdom,Alive,,,,,,August 2nd,,
1038,Epoida,エポイダ,Epoida,Epoida,,,467.0,553.0,Whitebeard Pirates,Alive,,,,,,June 4th,,
1039,Genista,エニシダ,Enishida,Genista (VIZ); Enishida (Funimation),Calm Belt (Amazon Lily),Amazon Lily,411.0,517.0,Kuja,Alive,,,,,,February 24th,,
1040,Elio,エリオ,Erio,Elio,,,959.0,967.0,Roger Pirates,Unknown,,,,,,,,
1041,Eneru,Goro Goro no Mi,Eneru,Eneru;Enel (WT100),Sky Islands (Birka),MoonUpper Yard (former); Birka (former),167.0,254.0,God's Army (former); Automata,Alive,,266.0,S,Rumble-Rumble Fruit,Logia,May 6th,,Sound of Thunder
1042,Emma,エマ,Ema,Emma,,,,1071.0,Kid Pirates,Unknown,,,,,,,,
1043,Emporio Ivankov,Horu Horu no Mi,Enporio Iwankofu,Emporio Ivankov,Grand Line (Kamabakka Kingdom),Momoiro IslandMary Geoise (former),438.0,537.0,Revolutionary Army; Freedom Fighters (former); Kamabakka Kingdom; Newkama Land (former),Alive,,449.0,XF,Horm-Horm Fruit,Paramecia,January 8th,,Hormone
1044,Elizabero II,エリザベローII世,Erizaberō Nisei,Elizabero II; Elizabello II,Grand Line (Prodence Kingdom),,632.0,704.0,Prodence Kingdom,Alive,,436.0,F,,,February 2nd,,
1045,Elmy,エルミー,Erumī,Elmy,,,460.0,551.0,Subordinate of the Whitebeard Pirates,Alive,,,,,,June 30th,,
1046,Eikon,エイコン,Eikon,,,Green Bit,641.0,711.0,Tontatta Tribe; Tonta Corps Straw Hat Grand Fleet,Alive,,,,,,,,
1047,Eggplant Soldier,ナス兵,Nasu-hei,Eggplant Soldier,,Whole Cake Island,802.0,849.0,Big Mom Pirates,Alive,,,,,,,,
1048,Ehgana,エーガナ,Ēgana,Ehgana,,,375.0,483.0,,Alive,,,,,,,,
1049,Eyri,エイリ君,Eiri-kun,Eyri,,Elbaf,836.0,866.0,,Unknown,,,,,,,,
1050,Edward Weevil,エドワード・ウィーブル,Edowādo Wīburu,Edward Weevil,Grand Line,,751.0,802.0,Seven Warlords of the Sea (former),Alive,,680.0,S,,,December 10th,,
1051,Edward Newgate,Gura Gura no Mi,Edowādo Nyūgēto,"Edward Newgate (VIZ, Funimation);Ward Newgate (4Kids)",Grand Line,Sphinx (former),95.0,159.0,Whitebeard Pirates; Rocks Pirates (former); Four Emperors (former),Deceased,72.0,666.0,F,Tremor-Tremor Fruit,Paramecia,April 6th,,Sound of shaking
1052,Edison,想（エジソン）,Ejison,Edison,,Egghead,1095.0,1065.0,Marines (SSG),Alive,,,,,,,,
1053,Eddy,エディ,Edi,Eddy,,,146.0,223.0,Bellamy Pirates,Unknown,,,,,,,,
1054,Duval,デュバル,Dyubaru,Duval,Grand Line,,386.0,491.0,Rosy Life Riders,Alive,,470.0,S,,,August 11th,,
1055,Ducky Bree,ダッキー・ブリー,Dakkī Burī,Ducky Bree,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
1056,Drug Peclo,ドラッグ・ピエクロ,Doraggu Piekuro,Drug Peclo,,,828.0,860.0,Underworld,Alive,,,,,,September 29th,,
1057,Drophy,Mogu Mogu no Mi,Dorofī,Drophy,Grand Line,,103.0,160.0,New Spiders Cafe; Baroque Works (former),Alive,,156.0,S,Mole-Mole Fruit,Zoan,December 25th,,Mole
1058,Gack,ドリップ,Dorippu,"Gack (VIZ);Drip (Funimation, WT100)",East Blue,,518.0,598.0,Fake Straw Hat Crew,Unknown,,208.0,XF,,,October 22nd,,
1059,Dragon Number Thirteen,ドラゴン十三號,Doragon Jūsan-gō,Dragon Number Thirteen,,Punk Hazard,579.0,655.0,,Deceased,,,,,,June 3rd,,
1060,Dotaku,道たく,Dōtaku,Dotaku,,Wano Country (Flower Capital),918.0,926.0,Kozuki Family,Alive,,,,,,,,
1061,Dracule Mihawk,ジュラキュール・ミホーク,Jurakyūru Mihōku,Dracule MihawkDiego Mihawk (Odex),,Kuraigana Island (former);Karai Bari Island,23.0,49.0,Cross Guild;Seven Warlords of the Sea (former),Alive,,198.0,S,,,March 9th,Steven John Ward;Theo Le Ray (young),
1062,Dorry,ドリー,Dorī,Dorry,Grand Line (Elbaf),ElbafLittle Garden (former),71.0,116.0,Giant Warrior Pirates,Alive,,2260.0,F,,,October 2nd,,
1063,Doringo,ドリンゴ,Doringo,Doringo,,,,0.0,Roger Pirates,Unknown,,,,,,,,
1064,Dorrow,ドロウ,Dorō,Dorrow,,,,,Marines,Alive,,,,,,,,
1065,Dolan,ドラン,Doran,Dolan,,,583.0,657.0,,Alive,,,,,,,,
1066,Dosun,ドスン,Dosun,Dosun,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),530.0,611.0,New Fish-Man Pirates,Alive,,418.0,S,,,October 9th,,
1067,Don Quixote Myosgard,ドンキホーテ・ミョスガルド聖,Donkihōte Myosugarudo Sei,"Don Quixote Myosgard (VIZ, Funimation dub (Ep 545), Funimation)Don Quixote Mjosgard (Funimation, former)",,Mary Geoise,545.0,625.0,World Government (Donquixote Family),Deceased,,,,,,December 13th,,
1068,Don Quixote Rocinante,Nagi Nagi no Mi,Donkihōte Roshinante,Don Quixote Rocinante (Viz); Donquixote Rosinante (Funimation subs); Don Quixote Rosinante (Funimation dub),Red Line (Mary Geoise),Mary Geoise (former)Spider Miles (former),686.0,761.0,Marines; Donquixote Pirates (undercover); World Government (former),Deceased,26.0,293.0,S,Calm-Calm Fruit,Paramecia,July 15th,,Calm
1069,Don Quixote Homing,ドンキホーテ・ホーミング,Donkihōte Hōmingu,Don Quixote Homing,,Mary Geoise (Former),699.0,760.0,World Government (Former),Deceased,,,,,,,,
1070,Don Quixote Doflamingo,Ito Ito no Mi,Donkihōte Dofuramingo,Don Quixote Doflamingo (VIZ);Donquixote Doflamingo (Funimation subs),Red Line (Mary Geoise),Mary Geoise (former);Downs (former);Spider Miles (former);Dressrosa (former),151.0,233.0,Donquixote Pirates;Impel Down;Underworld;World Government (secret);Seven Warlords of the Sea (former);Dressrosa (former),Alive,,305.0,X,String-String Fruit,Paramecia,October 23rd,,String; Thread
